,代码,名称
5094,sz301141,中科磁业
5095,sz301148,嘉戎技术
5096,sz301149,隆华新材
5097,sz301150,中一科技
5098,sz301151,冠龙节能
5099,sz301152,天力锂能
5100,sz301153,中科江南
5101,sz301155,海力风电
5102,sz301156,美农生物
5103,sz301157,华塑科技
5104,sz301158,德石股份
5105,sz301159,三维天地
5106,sz301160,翔楼新材
5107,sz301161,唯万密封
5108,sz301162,国能日新
5109,sz301163,宏德股份
5110,sz301165,锐捷网络
5111,sz301166,优宁维
5112,sz301167,建研设计
5113,sz301168,通灵股份
5114,sz301169,零点有数
5115,sz301170,锡南科技
5116,sz301171,易点天下
5117,sz301172,君逸数码
5118,sz301175,中科环保
5119,sz301176,逸豪新材
5120,sz301177,迪阿股份
5121,sz301178,天亿马
5122,sz301179,泽宇智能
5123,sz301180,万祥科技
5124,sz301181,标榜股份
5125,sz301182,凯旺科技
5126,sz301183,东田微
5127,sz301185,鸥玛软件
5128,sz301186,超达装备
5129,sz301187,欧圣电气
5130,sz301188,力诺特玻
5131,sz301189,奥尼电子
5132,sz301190,善水科技
5133,sz301191,菲菱科思
5134,sz301192,泰祥股份
5135,sz301193,家联科技
5136,sz301195,北路智控
5137,sz301196,唯科科技
5138,sz301197,工大科雅
5139,sz301198,喜悦智行
5140,sz301199,迈赫股份
5141,sz301200,大族数控
5142,sz301201,诚达药业
5143,sz301202,朗威股份
5144,sz301203,国泰环保
5145,sz301205,联特科技
5146,sz301206,三元生物
5147,sz301207,华兰疫苗
5148,sz301208,中亦科技
5149,sz301209,联合化学
5150,sz301210,金杨股份
5151,sz301211,亨迪药业
5152,sz301212,联盛化学
5153,sz301213,观想科技
5154,sz301215,中汽股份
5155,sz301216,万凯新材
5156,sz301217,铜冠铜箔
5157,sz301218,华是科技
5158,sz301219,腾远钴业
5159,sz301220,亚香股份
5160,sz301221,光庭信息
5161,sz301222,浙江恒威
5162,sz301223,中荣股份
5163,sz301225,恒勃股份
5164,sz301226,祥明智能
5165,sz301227,森鹰窗业
5166,sz301228,实朴检测
5167,sz301229,纽泰格
5168,sz301230,泓博医药
5169,sz301231,荣信文化
5170,sz301232,飞沃科技
5171,sz301233,盛帮股份
5172,sz301234,五洲医疗
5173,sz301235,华康医疗
5174,sz301236,软通动力
5175,sz301237,和顺科技
5176,sz301238,瑞泰新材
5177,sz301239,普瑞眼科
5178,sz301246,宏源药业
5179,sz301248,杰创智能
5180,sz301251,威尔高
5181,sz301252,同星科技
5182,sz301255,通力科技
5183,sz301256,华融化学
5184,sz301257,普蕊斯
5185,sz301258,富士莱
5186,sz301259,艾布鲁
5187,sz301260,格力博
5188,sz301261,恒工精密
5189,sz301262,海看股份
5190,sz301263,泰恩康
5191,sz301265,华新环保
5192,sz301266,宇邦新材
5193,sz301267,华厦眼科
5194,sz301268,铭利达
5195,sz301269,华大九天
5196,sz301270,汉仪股份
5197,sz301272,英华特
5198,sz301273,瑞晨环保
5199,sz301276,嘉曼服饰
5200,sz301277,新天地
5201,sz301278,快可电子
5202,sz301279,金道科技
5203,sz301280,珠城科技
5204,sz301281,科源制药
5205,sz301282,金禄电子
5206,sz301283,聚胶股份
5207,sz301285,鸿日达
5208,sz301286,侨源股份
5209,sz301287,康力源
5210,sz301288,清研环境
5211,sz301289,国缆检测
5212,sz301290,东星医疗
5213,sz301291,明阳电气
5214,sz301292,海科新源
5215,sz301293,三博脑科
5216,sz301295,美硕科技
5217,sz301296,新巨丰
5218,sz301297,富乐德
5219,sz301298,东利机械
5220,sz301299,卓创资讯
5221,sz301300,远翔新材
5222,sz301301,川宁生物
5223,sz301302,华如科技
5224,sz301303,真兰仪表
5225,sz301305,朗坤环境
5226,sz301306,西测测试
5227,sz301307,美利信
5228,sz301308,江波龙
5229,sz301309,万得凯
5230,sz301310,鑫宏业
5231,sz301311,昆船智能
5232,sz301312,智立方
5233,sz301313,凡拓数创
5234,sz301314,科瑞思
5235,sz301315,威士顿
5236,sz301316,慧博云通
5237,sz301317,鑫磊股份
5238,sz301318,维海德
5239,sz301319,唯特偶
5240,sz301320,豪江智能
5241,sz301321,翰博高新
5242,sz301322,绿通科技
5243,sz301323,新莱福
5244,sz301325,曼恩斯特
5245,sz301326,捷邦科技
5246,sz301327,华宝新能
5247,sz301328,维峰电子
5248,sz301329,信音电子
5249,sz301330,熵基科技
5250,sz301331,恩威医药
5251,sz301332,德尔玛
5252,sz301333,诺思格
5253,sz301335,天元宠物
5254,sz301336,趣睡科技
5255,sz301337,亚华电子
5256,sz301338,凯格精机
5257,sz301339,通行宝
5258,sz301345,涛涛车业
5259,sz301348,蓝箭电子
5260,sz301349,信德新材
5261,sz301353,普莱得
5262,sz301355,南王科技
5263,sz301356,天振股份
5264,sz301357,北方长龙
5265,sz301358,湖南裕能
5266,sz301359,东南电子
5267,sz301360,荣旗科技
5268,sz301361,众智科技
5269,sz301362,民爆光电
5270,sz301363,美好医疗
5271,sz301365,矩阵股份
5272,sz301366,一博科技
5273,sz301367,怡和嘉业
5274,sz301368,丰立智能
5275,sz301369,联动科技
5276,sz301370,国科恒泰
5277,sz301371,敷尔佳
5278,sz301372,科净源
5279,sz301373,凌玮科技
5280,sz301376,致欧科技
5281,sz301377,鼎泰高科
5282,sz301378,通达海
5283,sz301379,天山电子
5284,sz301380,挖金客
5285,sz301381,赛维时代
5286,sz301382,蜂助手
5287,sz301383,天键股份
5288,sz301386,未来电器
5289,sz301387,光大同创
5290,sz301388,欣灵电气
5291,sz301389,隆扬电子
5292,sz301390,经纬股份
5293,sz301391,卡莱特
5294,sz301392,汇成真空
5295,sz301393,昊帆生物
5296,sz301395,仁信新材
5297,sz301396,宏景科技
5298,sz301397,溯联股份
5299,sz301398,星源卓镁
5300,sz301399,英特科技
5301,sz301408,华人健康
5302,sz301413,安培龙
5303,sz301418,协昌科技
5304,sz301419,阿莱德
5305,sz301421,波长光电
5306,sz301428,世纪恒通
5307,sz301429,森泰股份
5308,sz301439,泓淋电力
5309,sz301446,福事特
5310,sz301448,开创电气
5311,sz301456,盘古智能
5312,sz301459,丰茂股份
5313,sz301468,博盈特焊
5314,sz301469,恒达新材
5315,sz301486,致尚科技
5316,sz301487,盟固利
5317,sz301488,豪恩汽电
5318,sz301489,思泉新材
5319,sz301498,乖宝宠物
5320,sz301499,维科精密
5321,sz301500,飞南资源
5322,sz301502,华阳智能
5323,sz301503,智迪科技
5324,sz301505,苏州规划
5325,sz301507,民生健康
5326,sz301508,中机认检
5327,sz301509,金凯生科
5328,sz301510,固高科技
5329,sz301511,德福科技
5330,sz301512,智信精密
5331,sz301515,港通医疗
5332,sz301516,中远通
5333,sz301517,陕西华达
5334,sz301518,长华化学
5335,sz301519,舜禹股份
5336,sz301520,万邦医药
5337,sz301525,儒竞科技
5338,sz301526,国际复材
5339,sz301528,多浦乐
5340,sz301529,福赛科技
5341,sz301533,威马农机
5342,sz301536,星宸科技
5343,sz301538,骏鼎达
5344,sz301539,宏鑫科技
5345,sz301548,崇德科技
5346,sz301550,斯菱股份
5347,sz301555,惠柏新材
5348,sz301558,三态股份
5349,sz301559,中集环科
5350,sz301565,中仑新材
5351,sz301566,达利凯普
5352,sz301567,贝隆精密
5353,sz301568,思泰克
5354,sz301577,美信科技
5355,sz301578,辰奕智能
5356,sz301580,C爱迪特
5357,sz301587,中瑞股份
5358,sz301588,美新科技
5359,sz301589,诺瓦星云
5360,sz301591,肯特股份
5361,sz301596,瑞迪智驱
