,name,cname,symbol,category
433,"BCE, Inc.",加拿大贝尔,BCE,
434,"Xcel Energy, Inc.",卓越能源,XEL,电力
435,"Equifax, Inc.",艾可菲公司,EFX,
436,"Veeva Systems, Inc.","Veeva Systems, Inc.",VEEV,软件
437,"PPG Industries, Inc.",PPG工业,PPG,化学制品
438,"HubSpot, Inc.","HubSpot, Inc.",HUBS,
439,"Pinterest, Inc.",Pinterest,PINS,
440,"VICI Properties, Inc.","VICI Properties, Inc.",VICI,
441,iShares iBoxx $ Investment Grade Corporate Bond ETF,债券指数ETF-iShares iBoxx投资级公司债,LQD,股权
442,Archer-Daniels-Midland Co.,阿彻丹尼尔斯米德兰公司,ADM,农业
443,"The Hartford Financial Services Group, Inc.",美国哈特福德金融服务公司,HIG,保险
444,"First Solar, Inc.",第一太阳能公司,FSLR,
445,Halliburton Co.,哈里伯顿公司,HAL,油气服务
446,"Rockwell Automation, Inc.",罗克韦尔公司,ROK,机械-多元
447,Wipro Ltd.,Wipro Ltd.,WIT,计算机
448,Willis Towers Watson Plc,Willis Towers Watson Plc,WLTW,
449,Devon Energy Corp.,德文能源,DVN,油气
450,"AvalonBay Communities, Inc.",阿瓦隆湾社区物产公司,AVB,房地产信托投资基金
451,Ferrovial SE,Ferrovial SE,FER,
452,Westinghouse Air Brake Technologies Corp.,美国西屋制动,WAB,
453,"ANSYS, Inc.",安西斯公司,ANSS,软件
454,Edison International,爱迪生国际公司,EIX,电力
455,Barrick Gold Corp.,巴里克黄金,GOLD,采矿
456,Hewlett Packard Enterprise Co.,Hewlett Packard Enterprise Co.,HPE,
457,"Zscaler, Inc.","Zscaler, Inc.",ZS,
458,"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc.",TTWO,软件
459,Vanguard Short-Term Corporate Bond ETF,Vanguard短期公司债指数ETF,VCSH,股权
460,Dollar General Corp.,美国达乐公司,DG,
461,"Sun Life Financial, Inc.",永明金融,SLF,保险
462,"GLOBALFOUNDRIES, Inc.","GLOBALFOUNDRIES, Inc.",GFS,
463,Vanguard Large-Cap Index Fund,领航 大盘股 ETF,VV,股权
464,iShares MSCI Emerging Markets ETF,新兴市场ETF-iShares MSCI,EEM,股权
465,Ryanair Holdings Plc,Ryanair Holdings Plc,RYAAY,航空公司
466,iShares MSCI Usa Quality Factor ETF,iShares MSCI Usa Quality Factor ETF,QUAL,
467,SPDR S&P Midcap 400 ETF Trust,标普中型股400指数ETF-SPDR,MDY,股权
468,"CBRE Group, Inc.","CBRE Group, Inc.",CBRE,
469,"MicroStrategy, Inc.","MicroStrategy, Inc.",MSTR,软件
470,Targa Resources Corp.,Targa Resources Corp.,TRGP,
471,"Church & Dwight Co., Inc.",丘奇＆德怀特,CHD,
472,Orange SA,法国电信公司,ORAN,
473,"eBay, Inc.",eBay,EBAY,
474,Willis Towers Watson Plc,慧俪轻体,WTW,商业服务
475,Deckers Outdoor Corp.,Deckers Outdoor Corp.,DECK,服饰
476,"NetApp, Inc.",美国网存公司,NTAP,计算机
477,ICON plc,ICON plc,ICLR,健康护理服务
478,Vanguard Intermediate-Term Corporate Bond Index Fund,Vanguard中期公司债指数ETF,VCIT,股权
479,"Iron Mountain, Inc.",铁山公司,IRM,
480,"Brown & Brown, Inc.",布朗保险经纪,BRO,保险
481,"Cloudflare, Inc.","Cloudflare, Inc.",NET,
482,"T. Rowe Price Group, Inc.",罗派斯集团有限公司,TROW,多元化金融服务
483,Fortive Corp.,Fortive Corp.,FTV,
484,"Snap, Inc.",Snap,SNAP,
485,Western Digital Corp.,西部数据公司,WDC,计算机硬件
486,AppLovin Corp.,AppLovin Corp.,APP,服饰
487,"GE Healthcare Technologies, Inc.","GE Healthcare Technologies, Inc.",GEHCV,
488,Tencent Music Entertainment Group,腾讯音乐娱乐集团,TME,
489,Banco Bradesco SA,巴西布拉德斯科银行,BBD,银行
490,Nutrien Ltd.,Nutrien Ltd.,NTR,
491,Equity Residential,资产住宅公司,EQR,房地产信托投资基金
492,"American Water Works Co., Inc.",美国水务工程公司,AWK,水业
493,"WEC Energy Group, Inc.",威斯康辛能源,WEC,
494,Veralto Corp.,Veralto Corp.,VLTO,
495,Teck Resources Limited,Teck Resources Limited,TECK,
496,ORIX Corp.,欧力士,IX,
497,Prudential Plc,英国保诚集团,PUK,保险
498,"Tradeweb Markets, Inc.",Tradeweb Markets,TW,
499,HEICO Corp.,海科航空,HEI.A,
500,Telef贸nica SA,西班牙电信公司,TEF,
501,iShares S&P 500 Value ETF,标普500价值指数ETF-iShares,IVE,股权
502,"Blue Owl Capital, Inc.","Blue Owl Capital, Inc.",OWL,
503,"Cardinal Health, Inc.",卡地纳健康,CAH,卫生保健设施
504,"ASE Technology Holding Co., Ltd.",日月光半导体制造股份有限公司,ASX,半导体
505,Dover Corp.,美国都福集团,DOV,多元化制造商
506,"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc.",WST,医疗保健产品
507,"International Flavors & Fragrances, Inc.",国际香料香精公司,IFF,化学制品
508,Fifth Third Bancorp,五三银行,FITB,银行
509,Koninklijke Philips NV,飞利浦电子公司,PHG,电子
510,Kaspi.kz JSC,Kaspi.kz JSC,KSPI,
511,"Global Payments, Inc.",环汇有限公司,GPN,商业服务
512,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,WPM,
513,"PulteGroup, Inc.",普得集团,PHM,房屋建筑商
514,Stellantis NV,菲亚特-克莱斯勒汽车公司,FCAU,
515,"Raymond James Financial, Inc.",瑞杰金融,RJF,
516,Ecopetrol SA,哥伦比亚国家石油,EC,
517,"NVR, Inc.","NVR, Inc.",NVR,房屋建筑商
518,"Keysight Technologies, Inc.","Keysight Technologies, Inc.",KEYS,
519,M&T Bank Corp.,美国制商银行,MTB,银行
520,"First Citizens BancShares, Inc. (North Carolina)",第一公民银行股份,FCNCA,银行
521,SPDR S&P Dividend ETF,股息指数ETF-SPDR S&P,SDY,股权
522,Vanguard FTSE Europe ETF,欧洲ETF-Vanguard MSCI,VGK,资产配置
523,Vodafone Group Plc,沃达丰集团公司,VOD,电信
524,"Rollins, Inc.","Rollins, Inc.",ROL,
525,TELUS Corp.,泰勒斯,TU,
526,Schwab International Equity ETF,嘉信 国际股票 ETF,SCHF,股权
527,DTE Energy Co.,DTE能源公司,DTE,
528,Invesco S&P 500 Equal Weight ETF,平均加权指数ETF-Rydex S&P,RSP,股权
529,Cheniere Energy Partners LP,Cheniere Energy Partners LP,CQP,管道
530,"Broadridge Financial Solutions, Inc.",布罗德里奇,BR,软件
531,"CGI, Inc.","CGI, Inc.",GIB,计算机
532,"CCUR Holdings, Inc.","CCUR Holdings, Inc.",CCUR,软件
533,Entergy Corp.,安特吉公司,ETR,电力
534,"Dollar Tree, Inc.",美元树公司,DLTR,零售
535,"Mobileye Global, Inc.","Mobileye Global, Inc.",MBLY,
536,"Baker Hughes, a GE Co.","Baker Hughes, a GE Co.",BHGE,
537,"Teradyne, Inc.",泰瑞达公司,TER,半导体
538,Banco Bradesco SA,布拉德斯科银行,BBDO,银行
539,Coca-Cola European Partners Plc,可口可乐企业,CCE,饮料
540,Cameco Corp.,Cameco Corp.,CCJ,采矿
541,Roblox Corp.,Roblox,RBLX,
542,Franco-Nevada Corp.,Franco-Nevada Corp.,FNV,
543,Harris Corp.,哈里斯公司,HRS,电信
544,FirstEnergy Corp.,第一能源公司,FE,
545,"Dr Pepper Snapple Group, Inc.",澎泉思蓝宝,DPS,饮料
546,Ball Corp.,波尔公司,BLL,包装容器
547,"Axon Enterprise, Inc.","Axon Enterprise, Inc.",AXON,
548,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",ZBH,
549,"Pure Storage, Inc.","Pure Storage, Inc.",PSTG,
550,"KB Financial Group, Inc.",韩国国民银行,KB,多元化金融服务
551,United Microelectronics Corp.,联华电子公司,UMC,半导体
552,Seagate Technology Holdings Plc,希捷科技公司,STX,计算机硬件
553,"Restaurant Brands International, Inc.","Restaurant Brands International, Inc.",QSR,
554,"FLEETCOR Technologies, Inc.",FleetCor科技,FLT,
555,Quintiles Transnational Holdings Inc,昆泰医药,Q,
556,"Invitation Homes, Inc.","Invitation Homes, Inc.",INVH,
557,STERIS Plc (Ireland),思泰瑞医疗,STE,医疗保健产品
558,Pembina Pipeline Corp.,Pembina Pipeline Corp.,PBA,管道
559,State Street Corp.,道富集团,STT,
560,"L Brands, Inc.","L Brands, Inc.",LB,
561,Weyerhaeuser Co.,惠好公司,WY,
562,Vanguard Mid-Cap Growth Index Fund,领航 中盘成长型 ETF,VOT,股权
563,SBA Communications Corp.,SBA通信公司,SBAC,电信
564,iShares Select Dividend ETF,股息指数ETF-iShares Dow Jones,DVY,股权
565,Eversource Energy,能源方案,ES,
566,"PTC, Inc.","PTC, Inc.",PTC,软件
567,BT Group Plc,英国电信公司,BT,电信
568,Brown-Forman Corp.,Brown-Forman Corp.,BF.A,饮料
569,PPL Corp.,PPL宾州电力公司,PPL,电力
570,"LPL Financial Holdings, Inc.","LPL Financial Holdings, Inc.",LPLA,多元化金融服务
571,"POSCO Holdings, Inc.",浦项钢铁,PKX,钢铁
572,Brown-Forman Corp.,布朗霍文集团,BF.B,饮料
573,"Symbotic, Inc.","Symbotic, Inc.",SYM,
574,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",LYV,
575,Ball Corp.,Ball Corp.,BALL,
576,"Alexandria Real Estate Equities, Inc.",亚历山大房地产股票有限公司,ARE,
577,"Alnylam Pharmaceuticals, Inc.",阿尔尼拉姆制药公司,ALNY,生物技术和制药
578,"Ventas, Inc.",芬塔公司,VTR,房地产信托投资基金
579,Kyocera Corp.,日本京瓷,KYO,计算机硬件
580,"Entegris, Inc.",英特格,ENTG,半导体
581,"Hubbell, Inc.","Hubbell, Inc.",HUBB,
582,"Rogers Communications, Inc.",罗杰斯通信,RCI,
583,"Markel Group, Inc.","Markel Group, Inc.",MKL,保险
584,"Tyler Technologies, Inc.",泰勒科技公司,TYL,软件
585,Nokia Oyj,诺基亚公司,NOK,计算机硬件
586,W.R. Berkley Corp.,W.R. Berkley Corp.,WRB,保险
587,"Li Auto, Inc.",理想汽车公司,LI,
588,"Coterra Energy, Inc.","Coterra Energy, Inc.",CTRA,
589,"CenterPoint Energy, Inc.",中点能源,CNP,
590,"Robinhood Markets, Inc.",罗宾汉,HOOD,
591,Kellanova,家乐氏,K,
592,ishares Core MSCI Total International Stock ETF,iShares核心MSCI国际全股市ETF,IXUS,股权
593,Booz Allen Hamilton Holding Corp.,博思艾伦咨询公司,BAH,
594,Carnival Corp.,嘉年华公司,CCL,休闲
595,Teva Pharmaceutical Industries Ltd.,梯瓦制药公司,TEVA,生物技术和制药
596,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",LDOS,
597,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",WSM,
598,"GoDaddy, Inc.","GoDaddy, Inc.",GDDY,
599,Telefonaktiebolaget LM Ericsson,爱立信电信公司,ERIC,计算机硬件
600,"Carlisle Cos., Inc.",卡莱尔伙伴,CSL,
601,"Align Technology, Inc.",阿莱技术公司,ALGN,
602,"Fortis, Inc.","Fortis, Inc.",FTS,
603,Westlake Corp.,Westlake Corp.,WLK,化学制品
604,"Watsco, Inc.","Watsco, Inc.",WSO,
605,"Tyson Foods, Inc.",泰森食品,TSN,食品
606,Aptiv Plc,Aptiv Plc,APTV,
607,"Welltower, Inc.",健保物产投资信托公司,HCN,房地产信托投资基金
608,"KE Holdings, Inc.",贝壳找房,BEKE,
609,ArcelorMittal SA,安赛乐米塔尔,MT,
610,Genuine Parts Co.,纯正部件公司,GPC,销售/批发
611,"Lennox International, Inc.",雷诺士,LII,
612,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",STLD,钢铁
613,iShares TIPS Bond ETF,通胀债券指数ETF-iShares Barclays,TIP,股权
614,"DraftKings, Inc.","DraftKings, Inc.",DKNG,
615,"Best Buy Co., Inc.",百思买,BBY,
616,Ameren Corp.,阿美能公司,AEE,电力
617,Royal Bank of Scotland Group Plc,苏格兰皇家银行,RBS,银行
618,"Ulta Beauty, Inc.",Ulta美容产品公司,ULTA,
619,VanEck Oil Services ETF,石油指数ETF-HOLDRs,OIH,环球
620,"The Cooper Cos., Inc.",库珀医疗,COO,
621,"Teledyne Technologies, Inc.","Teledyne Technologies, Inc.",TDY,
622,Vanguard Small Cap Value Index Fund,领航 小型股价值 ETF,VBR,股权
623,WPP plc,WPP plc,WPPGY,广告
624,Erie Indemnity Co.,伊瑞保险,ERIE,保险
625,"Builders FirstSource, Inc.","Builders FirstSource, Inc.",BLDR,建筑材料
626,Avery Dennison Corp.,艾利丹尼森,AVY,家庭产品/用品
627,"McCormick & Co., Inc.",味好美公司,MKC,
628,"Domino's Pizza, Inc.",达美乐比萨,DPZ,零售
629,Fifth Third Bancorp,Fifth Third Bancorp,FITBI,
630,"ZTO Express (Cayman), Inc.",中通快递,ZTO,
631,"Molina Healthcare, Inc.","Molina Healthcare, Inc.",MOH,卫生保健设施
632,"Principal Financial Group, Inc.",信安金融集团,PFG,保险
633,"VeriSign, Inc.",威瑞信公司,VRSN,互联网
634,"Watsco, Inc.","Watsco, Inc.",WSO.B,
635,"Huntington Bancshares, Inc.",亨廷顿银行,HBAN,银行
636,"McCormick & Co., Inc.",味好美,MKC.V,
637,"Essex Property Trust, Inc.",埃塞克斯信托,ESS,
638,"Zoom Video Communications, Inc.",Zoom视频通讯公司,ZM,
639,CMS Energy Corp.,CMS能源,CMS,电力
640,"Darden Restaurants, Inc.",达登饭店,DRI,零售
641,"EMCOR Group, Inc.",埃姆科,EME,工程建设
642,Check Point Software Technologies Ltd.,Check Point软件科技,CHKP,软件
643,AerCap Holdings NV,AerCap Holdings NV,AER,
644,iShares MSCI ACWI ETF,全球ETF-iShares MSCI,ACWI,环球
645,"Dick's Sporting Goods, Inc.",迪克体育用品,DKS,
646,"Cboe Global Markets, Inc.",芝加哥期权交易所,CBOE,
647,Cincinnati Financial Corp.,辛辛那提金融公司,CINF,保险
648,"Corpay, Inc.","Corpay, Inc.",CPAY,
649,Clarivate Plc,卡尔冈炭素,CCC,化学制品
650,Atmos Energy Corp.,ATMOS能源公司,ATO,天然气
651,Waters Corp.,沃特世,WAT,电子
652,Carnival Plc,嘉年华存托凭证,CUK,休闲
653,"Expeditors International of Washington, Inc.",康捷国际,EXPD,运输
654,EQT Corp.,EQT能源 公平能源,EQT,
655,Genmab A/S,Genmab A/S,GMAB,
656,"Shinhan Financial Group Co., Ltd.",新韩金融,SHG,银行
657,"Omnicom Group, Inc.",宏盟集团,OMC,媒体内容
658,"Illumina, Inc.","Illumina, Inc.",ILMN,生物技术
659,"Jacobs Solutions, Inc.","Jacobs Solutions, Inc.",J,
660,"Nomura Holdings, Inc.",野村控股,NMR,
661,Tenaris SA,泰纳瑞斯钢铁,TS,金属构造/部件
662,"Corebridge Financial, Inc.","Corebridge Financial, Inc.",CRBG,
663,Texas Pacific Land Corp.,Texas Pacific Land Corp.,TPL,
664,"Baxter International, Inc.",百特国际有限公司,BAX,
665,PT Telkom Indonesia (Persero) Tbk,印尼电信,TLK,电信
666,Regions Financial Corp.,地区金融公司,RF,银行
667,iShares 1-3 Year Treasury Bond ETF,债券指数ETF-iShares Barclays 1-3年国,SHY,股权
668,Liberty Media Corp.,Liberty Media Corp.,FWONK,
669,BeiGene Ltd.,百济神州公司,BGNE,
670,Southwest Airlines Co.,西南航空,LUV,航空公司
671,"Enphase Energy, Inc.","Enphase Energy, Inc.",ENPH,能源-替代能源
672,InterContinental Hotels Group Plc,洲际酒店,IHG,住宿
673,"Labcorp Holdings, Inc.",实验美控,LH,卫生保健设施
674,Brookfield Asset Management Ltd.,布鲁克菲尔德资产管理,BAM,
675,"Hologic, Inc.",上巨实业医疗,HOLX,医疗保健产品
676,"Skyworks Solutions, Inc.",思佳讯,SWKS,半导体
677,Synchrony Financial,Synchrony Financial,SYF,
678,Hormel Foods Corp.,荷美尔食品,HRL,
679,Northern Trust Corp.,北方信托公司,NTRS,银行
680,"PPD, Inc.",预付费法律服务,PPD,
681,The Clorox Co.,高乐氏公司,CLX,
682,"Expedia Group, Inc.","Expedia Group, Inc.",EXPE,互联网
683,Centrais El茅tricas Brasileiras SA,巴西电力,EBR.B,
684,Packaging Corporation of America,Packaging Corporation of America,PKG,包装容器
685,"NRG Energy, Inc.",NRG能源,NRG,电力
686,"United Airlines Holdings, Inc.",联合大陆航空,UAL,
687,Loews Corp.,洛斯公司,L,保险
688,Warner Music Group Corp.,华纳音乐,WMG,
689,"Mid-America Apartment Communities, Inc.",MAA房产信托,MAA,
690,"Textron, Inc.",德事隆,TXT,
691,"J.B. Hunt Transport Services, Inc.",JB Hunt运输服务,JBHT,
692,Constellation Energy Corp.,Constellation Energy Corp.,CEGVV,
693,Royalty Pharma Plc,Royalty Pharma Plc,RPRX,生物技术和制药
694,Schwab U.S. Large-Cap ETF,嘉信 美国大盘股 ETF,SCHX,股权
695,Everest Group Ltd.,Everest Group Ltd.,EG,
696,"Reliance, Inc.","Reliance, Inc.",RS,
697,iShares MSCI Japan ETF,日本ETF-iShares MSCI,EWJ,股权
698,"BioMarin Pharmaceutical, Inc.",拜玛林制药,BMRN,制药
699,Barrick Gold Corp.,巴里克黄金,ABX,
700,News Corp.,新闻集团,NWS,媒体
701,International Paper Co.,国际纸业公司,IP,
702,"Citizens Financial Group, Inc. (Rhode Island)","Citizens Financial Group, Inc. (Rhode Island)",CFG,
703,Zebra Technologies Corp.,美国斑马技术有限公司,ZBRA,机械-多元
704,Fox Corp.,21世纪福克斯公司,FOXA,
705,"Samsara, Inc.","Samsara, Inc.",IOT,房地产信托投资基金
706,News Corp.,新闻集团,NWSA,媒体
707,Liberty Media Corp.,Liberty Media Corp.,FWONA,
708,"Quest Diagnostics, Inc.",奎斯特诊断,DGX,健康护理服务
709,"FactSet Research Systems, Inc.",辉盛研究系统,FDS,媒体
710,Owens Corning,欧文斯科宁,OC,
711,Marathon Oil Corp.,马拉松油料公司,MRO,
712,Everest Re Group Ltd.,安富来再保险集团公司,RE,保险
713,Masco Corp.,马斯科,MAS,
714,Celanese Corp.,塞拉尼斯,CE,化学制品
715,Logitech International SA,罗技,LOGI,计算机硬件
716,"Bentley Systems, Inc.","Bentley Systems, Inc.",BSY,
717,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc.",SSNC,软件
718,IDEX Corp.,IDEX Corp.,IEX,
719,iShares 7-10 Year Treasury Bond ETF,债券指数ETF-iShares Barclays 7-10年,IEF,股权
720,Hyatt Hotels Corp.,凯悦酒店,H,住宿
721,Centrais El茅tricas Brasileiras SA,巴西电力,EBR,
722,"TPG, Inc.","TPG, Inc.",TPG,
723,iShares Core S&P Mid-Cap ETF,标普中型股400指数ETF-iShares,IJH,股权
724,iShares Russell Mid-Cap Value ETF,罗素中型价值股指数ETF-iShares,IWS,股权
725,"Avantor, Inc.","Avantor, Inc.",AVTR,
726,"RB Global, Inc.",里奇兄弟拍卖,RBA,
727,Symantec Corp.,赛门铁克公司,SYMC,软件
728,Rentokil Initial Plc,Rentokil Initial Plc,RTO,
729,Bunge Global SA,邦吉,BG,农业
730,"Burlington Stores, Inc.","Burlington Stores, Inc.",BURL,
731,"Sun Communities, Inc.","Sun Communities, Inc.",SUI,
732,"PerkinElmer, Inc. (United States)",珀金埃尔默,PKI,
733,Fox Corp.,Fox Corp.,FOX,
734,"NortonLifeLock, Inc.","NortonLifeLock, Inc.",NLOK,
735,"Jabil, Inc.",捷普集团,JBL,
736,CNH Industrial NV,CNH Industrial NV,CNHI,
737,Amcor Plc,Amcor Plc,AMCR,
738,"RPM International, Inc.","RPM International, Inc.",RPM,化学制品
739,Western Midstream Partners LP,Western Midstream Partners LP,WES,管道
740,"GFL Environmental, Inc.","GFL Environmental, Inc.",GFL,
741,Grab Holdings Ltd. (Singapore),Grab Holdings Ltd. (Singapore),GRAB,
742,"Manhattan Associates, Inc.",曼哈顿联合软件,MANH,计算机
743,iShares Core S&P US Growth ETF,iShares Core S&P US Growth ETF,IUSG,
744,The Carlyle Group Inc.,凯雷,CG,私募股权投资
745,Insulet Corp.,Insulet Corp.,PODD,医疗保健产品
746,"Celsius Holdings, Inc.","Celsius Holdings, Inc.",CELH,
747,iShares Edge MSCI USA Momentum Factor ETF,iShares Edge MSCI USA Momentum Factor ETF,MTUM,股权
748,Incyte Corp.,因塞特医疗,INCY,生物技术和制药
749,TransUnion,TransUnion,TRU,
750,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",DOC,
751,"Snap-On, Inc.",实耐宝公司,SNA,
752,Telefonica Brasil SA,Telefonica Brasil SA,VIV,
753,iShares Core Dividend Growth ETF,iShares Core Dividend Growth ETF,DGRO,
754,"Casey's General Stores, Inc.","Casey's General Stores, Inc.",CASY,零售
755,The AES Corp.,爱依斯电力,AES,电力
756,James Hardie Industries Plc,詹姆斯哈迪,JHX,
757,"Avangrid, Inc.","Avangrid, Inc.",AGR,
758,Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMB,
759,"Dynatrace, Inc.","Dynatrace, Inc.",DT,
760,"Neurocrine Biosciences, Inc.",神经分泌生物科学,NBIX,制药
761,"Akamai Technologies, Inc.",阿克迈技术,AKAM,软件
762,Aegon Ltd.,荷兰全球保险,AEG,保险
763,"Conagra Brands, Inc.",康尼格拉,CAG,食品
764,PIMCO Enhanced Short Maturity ETF,PIMCO 增强型短期到期主动型 ETF,MINT,环球
765,Tenet Healthcare Corp.,泰尼特健保,THC,健康护理服务
766,iShares Core U.S. Treasury Bond ETF,iShares Core U.S. Treasury Bond ETF,GOVT,股权
767,"Walgreens Boots Alliance, Inc.",沃尔格林联合博姿集团,WBA,
768,"Graco, Inc.",固瑞克,GGG,
769,On Holding AG,On Holding AG,ONON,
770,"Revvity, Inc.","Revvity, Inc.",RVTY,
771,"CF Industries Holdings, Inc.",CF实业,CF,化学制品
772,"Trimble, Inc.",天宝导航公司,TRMB,
773,Viking Holdings Ltd. (Bermuda),Viking Holdings Ltd. (Bermuda),VIK,
774,"Reinsurance Group of America, Inc.","Reinsurance Group of America, Inc.",RGA,保险
775,"UDR, Inc.",UDR不动产信托,UDR,
776,"Advanced Drainage Systems, Inc.","Advanced Drainage Systems, Inc.",WMS,休闲
777,"Fidelity National Financial, Inc.",富达国民金融,FNF,
778,TopBuild Corp.,TopBuild Corp.,BLD,机械-多元
779,"Yum China Holdings, Inc.",百胜中国控股有限公司,YUMC,
